"gene_name","protein_id","mrna_id","ccds_id","ec_num","trembl_id","swissprot_id"
"A2M","NP_000005.2","NM_000014.4","44827.1","-","-","P01023"
"ACADVL","NP_000009.1","NM_000018.2","11090.1","1.3.99.-","-","P49748 "
"ACADVL","NP_001029031.1","NM_001033859.1","42249.1","1.3.99.-","-","P49748 "
"ADAM9","NP_003807.1","NM_003816.2","6112.1","-","-","Q13443"
"ADAM9","NP_001005845.1","NM_001005845.1","43734.1","-","-","-"
"ADRM1","NP_008933.2","NM_007002.2","13496.1","-","-","Q16186"
"ADRM1","NP_783163.1","NM_175573.1","13496.1","-","-","Q16186"
"AEBP1","NP_001120.3","NM_001129.3","5476.1","-","-","Q8IUX7"
"AHCY","NP_000678.1","NM_000687.1","13233.1","3.3.1.1","B3KUN3","P23526"
"AIM2","NP_004824.1","NM_004833.1","1181.1","-","-","O14862"
"AKT1","NP_001014431.1","NM_001014431.1","9994.1","2.7.11.1","B0LPE5 ","P31749"
"AKT1","NP_001014432.1","NM_001014432.1","9994.1","2.7.11.1","B0LPE5 ","P31749"
"AKT1","NP_005154.2","NM_005163.2","9994.1","2.7.11.1","BOLPE5/ B3","P31749"
"ALDH7A1","NP_001173.2","NM_001182.3","4137.2","1.2.1.3; 1.2.1.31; 1.2.1.8","-","P49419"
"ALOX12","NP_000688.2","NM_000697.2","11084.1","1.13.11.31","-","P18054 "
"ALOX12B","NP_001130.1","NM_001139.2","11129.1","1.13.11.-","-","O75342 "
"ANG","NP_001091046.1","NM_001097577.2","9554.1","3.1.27.-","Q53X86","P03950"
"ANG","NP_001136.1","NM_001145.4","9554.1","3.1.27.-","Q53X86","P03950"
"ANLN","NP_061155.2","NM_018685.2","5447.1","-","-","Q9NQW6"
"ANXA1","NP_000691.1","NM_000700.1","6645.1","-","Q5TZZ9","P04083"
"ANXA2","NP_001002857.1","NM_001002857.1","10175.1","-","-","P07355"
"ANXA2","NP_001002858.1","NM_001002858.2","32256.1","-","-","P07355"
"ANXA2","NP_001129487.1","NM_001136015.2","10175.1","-","-","P07355"
"ANXA2","NP_004030.1","NM_004039.2","10175.1","-","-","P07355"
"ANXA4","NP_001144.1","NM_001153.3","1894.1","-","Q6LES2","P09525"
"ANXA8","NP_001035173.1","NM_001040084.1","31194.1","-","-","P13928"
"APC","NP_000029.2","NM_000038.4","4107.1","-","-","P25054 "
"APC","NP_001120982.1","NM_001127510.1","4107.1","-","Q4LE70 ","P25054 "
"APC","NP_001120983.1","NM_001127511.1","4107.1","-","-","P25054 "
"APLP2","NP_001135748.1","NM_001142276.1","44773.1","-","-","Q06481"
"APLP2","NP_001135749.1","NM_001142277.1","44774.1","-","B4E3I5","Q06481"
"APLP2","NP_001135750.1","NM_001142278.1","44775.1","-","-","Q06481"
"APLP2","NP_001633.1","NM_001642.2","8486.1","-","-","Q06481"
"APOC1","NP_001636.1","NM_001645.3","12648.1","-","B2R526","P02654"
"APOD","NP_001638.1","NM_001647.3","33925.1","-","-","P05090"
"APOL2","NP_112092.1","NM_030882.2","43014.1","-","-","Q9BQE5"
"APOL2","NP_663612.1","NM_145637.1","43014.1","-","-","Q9BQE5"
"AQP3","NP_004916.1","NM_004925.3","6542.1","-","-","Q92482"
"ARHGAP12","NP_060757.4","NM_018287.5","7170.1","-","-","Q8IWW6"
"ARHGAP8","NP_001017526.1","NM_001017526.1","33664.1","-","Q6PJW1","P85298"
"ARHGAP8","NP_851852.2","NM_181335.2","14060.2","-","Q6PJW1","P85298"
"PYCARD","NP_037390.2","NM_013258.3","10708.1","-","-","Q9ULZ3"
"PYCARD","NP_660183.1","NM_145182.1","10709.1","-","-","Q9ULZ3"
"ASXL1","NP_056153.2","NM_015338.4","13201.1","-","-","Q8IXJ9"
"ATIC","NP_004035.2","NM_004044.5","2398.1","2.1.2.3; 3.5.4.10","-","P31939"
"ATP9A","NP_006036.1","NM_006045.1","33489.1","3.6.3.1","-","O75110"
"B4GALT5","NP_004767.1","NM_004776.3","13420.1","2.4.1.38","-","O43286"
"BAG1","NP_004314.5","NM_004323.5","35004.1","-","- ","-"
"BANF1","NP_001137457.1","NM_001143985.1","8125.1","-","-","O75531"
"BANF1","NP_003851.1","NM_003860.3","8125.1","-","-","O75531"
"BASP1","NP_006308.3","NM_006317.3","3888.1","-","-","P80723"
"BAT2L2","NP_055987.2","NM_015172.3","-","-","-","Q9Y520"
"BCL2","NP_000624.2","NM_000633.2","11981.1","-","-","P10415"
"BCL2","NP_000648.2","NM_000657.2","45882.1","-","C9JHD5 ","-"
"BCL2L1","NP_001182.1","NM_001191.2","13188.1","-","Q5TE63","Q07817"
"BCL2L1","NP_612815.1","NM_138578.1","13189.1","-","-","Q07817"
"BCL2L2","NP_004041.1","NM_004050.3","9591.1","-","-","Q92843 "
"BICD2","NP_001003800.1","NM_001003800.1","35064.1","-","Q96FU2","Q8TD16"
"BICD2","NP_056065.1","NM_015250.3","6700.1","-","Q96FU2","Q8TD16"
"BIRC5","NP_001012270.1","NM_001012270.1","32751.1","-","-","O15392"
"BIRC5","NP_001012271.1","NM_001012271.1","32752.1","-","-","O15392"
"BIRC5","NP_001159.2","NM_001168.2","11755.1","-","-","O15392"
"BLU","NP_056980.2","NM_015896.2","2825.1","-","B3KU54 ","O75800 "
"BNIP3","NP_004043.2","NM_004052.2","7663.1","-","-","Q12983 "
"BRAF","NP_004324.2","NM_004333.4","5863.1","2.7.11.1","-","P15056 "
"BRCA1","NP_009228.1","NM_007297.2","11459.1","-","-"," P38398"
"BRCA1","NP_009229.1","NM_007298.2","11454.1","-","-"," P38398"
"BRCA1","NP_009233.1","NM_007302.2","11457.1","-","-"," P38398"
"BRCA1","NP_009236.1","NM_007305.2","-","-","-"," P38398"
"BRCA1","NP_009234.1","NM_007303.2","11458.1","-","-"," P38398"
"BRCA1","NP_009231.1","NM_007300.2","11456.1","-","-"," P38398"
"BRCA1","NP_009230.1","NM_007299.2","11455.1","-","-"," P38398"
"BRCA1","NP_009225.1","NM_007294.2","11453.1","-","-"," P38398"
"BRCA1","NP_009235.2","NM_007304.2","-","-","-"," P38398"
"BRCA1","NP_009227.1","NM_007296.2","11453.1","-","-"," P38398"
"BRCA1","NP_009226.1","NM_007295.2","11453.1","-","-"," P38398"
"BRD9","NP_001009877.1","NM_001009877.1","34128.1","-","B4DMQ2 ; B","Q9H8M2"
"BRD9","NP_076413.2","NM_023924.3","34127.1","-","-","Q9H8M2"
"BST2","NP_004326.1","NM_004335.2","12358.1","-","-","Q10589"
"BRIX1","NP_060791.3","NM_018321.3","34143.1","-","-","Q8TDN6"
"BZW2","NP_054757.1","NM_014038.1","5362.1","-","-","Q9Y6E2"
"C13ORF18","NP_079389.2","NM_025113.2","31970.2","-","-","Q9H714 "
"C15orf48","NP_115789.1","NM_032413.2","10124.1","-","-","Q9C002"
"C15orf48","NP_922946.1","NM_197955.1","10124.1","-","-","Q9C002"
"C1QBP","NP_001203.1","NM_001212.3","11071.1","-","-","Q07021"
"C20orf20","NP_060740.1","NM_018270.4","13503.1","-","A8C4L5","Q9NV56"
"C20orf30","NP_001009923.1","NM_001009923.1","33438.1","-","-","Q96A57"
"C20orf30","NP_001009924.1","NM_001009924.1","13086.1","-","-","Q96A57"
"C20orf30","NP_001009925.1","NM_001009925.1","13086.1","-","-","Q96A57"
"C20orf30","NP_054864.3","NM_014145.4","13086.1","-","-","Q96A57"
"C3","NP_000055.2","NM_000064.2","32883.1","3.4.21.43","-","P01024"
"C4orf41","NP_068761.4","NM_021942.4","34112.1","-","-","Q7Z392"
"C4orf41","NP_951008.1","NM_199053.1","47166.1","-","-","Q7Z392"
"C5orf22","NP_060826.2","NM_018356.2","3895.1","-","-","Q49AR2"
"C5orf28","NP_071928.2","NM_022483.4","3945.1","-","-","Q0VDI3"
"CACYBP","NP_001007215.1","NM_001007214.1","30942.1","-","B3KSF1; Q5","Q9HB71"
"CACYBP","NP_055227.1","NM_014412.2","1315.1","-","Q5R371","Q9HB71"
"CADM1","NP_001091987.1","NM_001098517.1","-","-","-","Q9BY67 "
"CADM1","NP_055148.3","NM_014333.3","8373.1","-","-","Q9BY67 "
"CALCA","NP_001029124.1","NM_001033952.2","7819.1","-","-","P01258 "
"CALCA","NP_001029125.1","NM_001033953.2","31432.1","-","-","P06881 "
"CALCA","NP_001732.1","NM_001741.2","7819.1","-","-","P01258 "
"CAMKK2","NP_006540.3","NM_006549.3","9216.1","2.7.11.17","-","Q96RR4 "
"CAMKK2","NP_705719.2","NM_153499.2","9218.1","2.7.11.17","-","Q96RR4 "
"CAMKK2","NP_705720.1","NM_153500.1","9219.1","2.7.11.17","-","Q96RR4 "
"CAMKK2","NP_757363.1","NM_172214.2","44999.1","2.7.11.17","-","Q96RR4 "
"CAMKK2","NP_757364.1","NM_172215.2","-","2.7.11.17","-","Q96RR4 "
"CAMKK2","NP_757365.1","NM_172216.1","9217.1","2.7.11.17","-","Q96RR4 "
"CAMKK2","NP_757380.1","NM_172226.2","9218.1","2.7.11.17","-","Q96RR4 "
"CAMKV","NP_076951.2","NM_024046.3","33762.1","-","-","Q8NCB2 "
"CCNA1","NP_001104515.1","NM_001111045.1","45030.1","-","-","P78396 "
"CCNA1","NP_001104516.1","NM_001111046.1","45031.1","-","B7Z7E3 ","P78396 "
"CCNA1","NP_001104517.1","NM_001111047.1","45031.1","-","B7Z7E3 ","P78396 "
"CCNA1","NP_003905.1","NM_003914.3","9357.1","-","-","P78396 "
"CCNB1","NP_114172.1","NM_031966.2","3997.1","-","-","P14635"
"CCND1","NP_444284.1","NM_053056.2","8191.1","-","Q6FI00 ","P24385 "
"CCND2","NP_001750.1","NM_001759.3","8524.1","-","-","P30279"
"CCNE1","NP_001229.1","NM_001238.1","12419.1","-","-","P24864"
"CCNE1","NP_476530.1","NM_057182.1","46035.1","-","-","P24864"
"CCR2","NP_001116513.2","NM_001123041.2","43078.1","-","-","P41597"
"CCR2","NP_001116868.1","NM_001123396.1","46813.1","-","Q4VBL2","P41597"
"CD28","NP_006130.1","NM_006139.2","2361.1","-","-","P10747 "
"CD44","NP_000601.3","NM_000610.3","7897.1","-","-","P16070"
"CD44","NP_001001389.1","NM_001001389.1","31455.1","-","-","P16070"
"CD44","NP_001001390.1","NM_001001390.1","31456.1","-","-","P16070"
"CD44","NP_001001391.1","NM_001001391.1","31457.1","-","-","P16070"
"CD44","NP_001001392.1","NM_001001392.1","31458.1","-","O95370","P16070"
"CD63","NP_001035123.1","NM_001040034.1","44915.1","-","C9JV86","-"
"CD63","NP_001771.1","NM_001780.4","8890.1","-","-","P08962"
"CD83","NP_001035370.1","NM_001040280.1","-","-","-","-"
"CD83","NP_004224.1","NM_004233.3","4532.1","-","-","Q01151"
"CDA","NP_001776.1","NM_001785.2","210.1","3.5.4.5","-","P32320 "
"CDC40","NP_056975.1","NM_015891.2","5081.1","-","-","O60508"
"CDH1","NP_004351.1","NM_004360.3","10869.1","-","A8K1U7 ","P12830 "
"CDH11","NP_001788.2","NM_001797.2","10803.1","-","-","P55287"
"CDH13","NP_001248.1","NM_001257.3","-","3.6.1.3","-","P55290 "
"CDH15","NP_004924.1","NM_004933.2","10976.1","-","-","P55291"
"CDH2","NP_001783.2","NM_001792.3","11891.1","-","-","P19022"
"CDH3","NP_001784.2","NM_001793.4","10868.1","-","-","P22223 "
"CDH4","NP_001785.2","NM_001794.2","13488.1","-","-","P55283"
"CDK2","NP_001789.2","NM_001798.3","8898.1","2.7.11.22","-","P24941"
"CDK2","NP_439892.2","NM_052827.2","8899.1","2.7.11.22","O75100","P24941"
"CDK6","NP_001138778.1","NM_001145306.1","5628.1","2.7.11.22","A4D1G0","Q00534"
"CDK6","NP_001250.1","NM_001259.6","5628.1","2.7.11.22","A4D1G0","Q00534"
"CDKN1A","NP_000380.1","NM_000389.3","4824.1","-","Q6FI05 ","P38936 "
"CDKN1A","NP_510867.1","NM_078467.1","4824.1","-","Q6FI05 ","P38936 "
"CDKN1B","NP_004055.1","NM_004064.3","8653.1","-","Q6I9V6","P46527"
"CDKN2A","NP_000068.1","NM_000077.3","6510.1","-","-","P42771; Q8"
"CDKN2A","NP_478102.1","NM_058195.2","6511.1","-","-","Q8N726 "
"CDKN2A","NP_478104.2","NM_058197.3","-","-","-","P42771 "
"CDKN2B","NP_004927.2","NM_004936.3","6512.1","-","-","P42772 "
"CDKN2B","NP_511042.1","NM_078487.2","6513.1","-","O15125 ","P42772 "
"CEACAM1","NP_001020083.1","NM_001024912.1","46089.1","-","Q16170 ; Q","-"
"CEACAM1","NP_001703.2","NM_001712.3","12609.1","-","-","P13688"
"CEACAM5","NP_004354.2","NM_004363.2","12584.1","-","-","P06731"
"CEACAM6","NP_002474.3","NM_002483.4","12585.1","-","-","P40199"
"CEACAM7","NP_008821.1","NM_006890.2","12583.1","-","-","Q14002"
"CEBPB","NP_005185.2","NM_005194.2","13429.1","-","-","P17676 "
"CELA2A","NP_254275.1","NM_033440.1","157.1","3.4.21.71","B2R5I4","P08217"
"CELSR1","NP_055061.1","NM_014246.1","14076.1","-","-","Q9NYQ6 "
"CES1","NP_001020365.1","NM_001025194.1","45488.1","3.1.1.1","-","P23141"
"CES1","NP_001020366.1","NM_001025195.1","32450.1","3.1.1.1","-","P23141"
"CES1","NP_001257.4","NM_001266.4","45489.1","3.1.1.1","-","P23141"
"CHFR","NP_060693.2","NM_018223.2","31937.1","-","-","Q96EP1 "
"CITED2","NP_006070.2","NM_006079.3","5195.1","-","-","Q99967 "
"CKS2","NP_001818.1","NM_001827.1","6682.1","-","Q6FGI9 ","P33552 "
"CLDN1","NP_066924.1","NM_021101.3","3295.1","-","A5JSJ9","O95832"
"CLEC2B","NP_005118.2","NM_005127.2","8605.1","-","-","Q92478"
"CLIC3","NP_004660.2","NM_004669.2","7021.1","-","-","O95833 "
"CNOT1","NP_057368.3","NM_016284.3","10799.1","-","-","A5YKK6"
"CNOT1","NP_996882.1","NM_206999.1","45501.1","-","-","A5YKK6"
"COL1A1","NP_000079.2","NM_000088.3","11561.1","-","-","P02452"
"CPE","NP_001864.1","NM_001873.2","3810.1","3.4.17.10","-","P16870"
"CPEB1","NP_001073001.1","NM_001079533.1","42072.1","-","-","Q9BZB8 "
"CPEB1","NP_001073002.1","NM_001079534.1","45330.1","-","-","Q9BZB8 "
"CPEB1","NP_001073003.1","NM_001079535.1","45330.1","-","-","Q9BZB8 "
"CPEB1","NP_085097.3","NM_030594.3","45329.1","-","-","Q9BZB8 "
"CPEB3","NP_055727.3","NM_014912.3","31246.1","-","B3KXC1","Q8NE35"
"CR1","NP_000564.2","NM_000573.3","44309.1","-","Q5SR43","P17927"
"CR1","NP_000642.3","NM_000651.4","44308.1","-","-","P17927"
"CRABP2","NP_001869.1","NM_001878.2","1152.1","-","-","P29373"
"CRCT1","NP_061933.1","NM_019060.2","1012.1","-","-","Q9UGL9 "
"CRISP3","NP_006052.1","NM_006061.1","4929.1","-","-","P54108 "
"CRNN","NP_057274.1","NM_016190.2","1010.1","-","-","Q9UBG3 "
"CRYAB","NP_001876.1","NM_001885.1","8351.1","-","-","P02511 "
"CSE1L","NP_001307.2","NM_001316.2","13412.1","-","-","P55060"
"CSF1","NP_000748.3","NM_000757.4","816.1","2.7.10.1","-","P09603"
"CSF1","NP_757349.1","NM_172210.2","817.1","2.7.10.1","-","P09603"
"CSF1","NP_757350.1","NM_172211.2","30797.1","2.7.10.1","-","P09603"
"CSF1","NP_757351.1","NM_172212.2","816.1","2.7.10.1","-","P09603"
"CSF1R","NP_005202.2","NM_005211.3","4302.1","2.7.10.1","Q86VW7","P07333"
"CTGF","NP_001892.1","NM_001901.2","5151.1","-","Q5M8T4 ","P29279 "
"CTNNB1","NP_001091679.1","NM_001098209.1","2694.1","-","-","P35222"
"CTNNB1","NP_001091680.1","NM_001098210.1","2694.1","-","-","P35222"
"CTNNB1","NP_001895.1","NM_001904.3","2694.1","-","-","P35222"
"CTSC","NP_001107645.1","NM_001114173.1","44693.1","3.4.14.1","Q2HIY8","-"
"CTSC","NP_001805.3","NM_001814.4","8282.1","3.4.14.1","-","P53634"
"CTSC","NP_680475.1","NM_148170.3","31654.1","3.4.14.1","Q7Z5U7","-"
"CTSF","NP_003784.2","NM_003793.3","8144.1","3.4.22.41","-","Q9UBX1"
"CTSH","NP_004381.2","NM_004390.3","10308.1","3.4.22.16","Q96NY6","-"
"CTSH","NP_683880.1","NM_148979.2","42064.1","3.4.22.16","-","P09668"
"CTSL1","NP_001903.1","NM_001912.4","6675.1","3.4.22.15","-","P07711"
"CTSL1","NP_666023.1","NM_145918.2","6675.1","3.4.22.15","-","P07711"
"CTSS","NP_004070.3","NM_004079.3","968.1"," 3.4.22.27","-","P25774"
"CUEDC1","NP_060419.1","NM_017949.1","11599.1","-","-","Q9NWM3"
"CWH43","NP_079363.2","NM_025087.2","3486.1","-","-","Q9H720 "
"CXCR2","NP_001548.1","NM_001557.3","2408.1","-","Q53PC4 ","P25025 "
"CYBA","NP_000092.2","NM_000101.2","32504.1","-","-","P13498"
"CYR61","NP_001545.2","NM_001554.4","706.1","-","Q6FI18","O00622"
"DAP3","NP_004623.1","NM_004632.2","1120.1","-","Q68CT7","P51398"
"DAP3","NP_387506.1","NM_033657.1","1120.1","-","Q68CT7","P51398"
"DAPK1","NP_004929.2","NM_004938.2","43842.1","2.7.11.1","Q59H88 ","P53355 "
"DDIT3","NP_004074.2","NM_004083.4","8943.1","-","Q53YD1 ","P35638 "
"DDOST","NP_005207.2","NM_005216.4","212.1","2.4.1.119","-","P39656"
"DDX27","NP_060365.7","NM_017895.7","13416.1","-","-","Q96GQ7"
"DEK","NP_001128181.1","NM_001134709.1","47382.1","-","B4DN37","P35659"
"DEK","NP_003463.1","NM_003472.3","34344.1","-","-","P35659"
"DHFR","NP_000782.1","NM_000791.3","47240.1","1.5.1.3","B0YJ76","P00374"
"DLC1","NP_006085.2","NM_006094.3","5990.1","-","-","Q96QB1"
"DLC1","NP_079043.2","NM_024767.2","5991.1","-","Q86UC6","-"
"DLC1","NP_872584.1","NM_182643.1","5989.1","-","-","Q96QB1"
"DMC1","NP_008999.2","NM_007068.2","13973.1","-","-","Q14565"
"DNAJC9","NP_056005.1","NM_015190.3","7322.1","-","B2RMW6 ","Q8WXX5 "
"DNMT1","NP_001124295.1","NM_001130823.1","45958.1","2.1.1.37","-","P26358 "
"DNMT1","NP_001370.1","NM_001379.2","12228.1","2.1.1.37","-","P26358 "
"DNMT3L","NP_037501.2","NM_013369.2","13705.1","-","-","Q9UJW3"
"DNMT3L","NP_787063.1","NM_175867.1","46650.1","-","-","Q9UJW3"
"DSG1","NP_001933.2","NM_001942.2","11896.1","-","-","Q02413 "
"DSG2","NP_001934.2","NM_001943.3","42423.1","-","-","Q14126"
"DTL","NP_057532.2","NM_016448.2","1502.1","-","-","Q9NZJ0 "
"DUSP1","NP_004408.1","NM_004417.2","4380.1","3.1.3.16 ; 3.1.3.48","B4DU40","P28562"
"DUSP26","NP_076930.1","NM_024025.1","6092.1","3.1.3.16 ; 3.1.3.48","-","Q9BV47"
"DUT","NP_001020419.1","NM_001025248.1","32231.1"," 3.6.1.23","-","P33316"
"DUT","NP_001020420.1","NM_001025249.1","45256.1"," 3.6.1.23","-","P33316"
"DUT","NP_001939.1","NM_001948.3","45255.1"," 3.6.1.23","-","P33316"
"E2F1","NP_005216.1","NM_005225.2","13224.1","-","Q9BSD8 ","Q01094 "
"E2F2","NP_004082.1","NM_004091.2","236.1","-","-","Q14209"
"E2F3","NP_001940.1","NM_001949.3","4545.1","-","Q499G5","O00716"
"E2F4","NP_001941.2","NM_001950.3","32464.1","-","-","Q16254"
"E2F5","NP_001077057.1","NM_001083588.1","47886.1","-","-","Q15329"
"E2F5","NP_001077058.1","NM_001083589.1","-","-","-","Q15329"
"E2F5","NP_001942.2","NM_001951.3","47885.1","-","-","Q15329"
"ECT2","NP_060568.3","NM_018098.4","3220.1","-","Q96SJ9 ","Q9H8V3 "
"EDN1","NP_001946.3","NM_001955.3","4522.1","-","Q6FH53","P05305"
"EDN2","NP_001947.1","NM_001956.3","462.1","-","-","P20800 "
"EDN3","NP_000105.1","NM_000114.2","13477.1","-","-","P14138 "
"EDN3","NP_996915.1","NM_207032.1","13479.1","-","Q7Z6D2 ","P14138 "
"EDN3","NP_996916.1","NM_207033.1","13478.1","-","-","P14138 "
"EDN3","NP_996917.1","NM_207034.1","13477.1","-","-","P14138 "
"EDNRA","NP_001948.1","NM_001957.2","3769.1","-","-","P25101"
"EFNA1","NP_004419.2","NM_004428.2","1091.1","-","-","P20827"
"EFNA1","NP_872626.1","NM_182685.1","1092.1","-","-","P20827"
"EGFR","NP_005219.2","NM_005228.3","5514.1","2.7.10.1","-","P00533 "
"EGFR","NP_958439.1","NM_201282.1","5516.1","2.7.10.1","-","P00533 "
"EGFR","NP_958440.1","NM_201283.1","47587.1","2.7.10.1","-","P00533 "
"EGFR","NP_958441.1","NM_201284.1","5515.1","2.7.10.1","-","P00533 "
"EMP1","NP_001414.1","NM_001423.2","8660.1","-","-","P54849 "
"ENDOU","NP_006016.1","NM_006025.2","8754.1","-","-","P21128"
"ENG","NP_000109.1","NM_000118.2","6880.1","-","Q5T9B9","P17813"
"ENG","NP_001108225.1","NM_001114753.1","48029.1","-","-","P17813"
"EPB41L3","NP_036439.2","NM_012307.2","11838.1","-","-","Q9Y2J2 "
"EPB41L4B","NP_060894.2","NM_018424.2","43860.1","-","Q9NX84","Q9H329"
"EPB41L4B","NP_061987.3","NM_019114.3","43859.1","-","Q59GC2; Q9","Q9H329"
"EPCAM","NP_002345.2","NM_002354.2","1833.1","-","-","P16422"
"EPS8","NP_004438.3","NM_004447.5","31753.1","-","B4E3T6","Q12929"
"ERBB2","NP_001005862.1","NM_001005862.1","45667.1","2.7.10.1","-","P04626"
"ERBB2","NP_004439.2","NM_004448.2","32642.1","2.7.10.1","-","P04626"
"ERBB4","NP_001036064.1","NM_001042599.1","42811.1","2.7.10.1","-","Q15303 "
"ERBB4","NP_005226.1","NM_005235.2","2394.1","2.7.10.1","-","Q15303 "
"EREG","NP_001423.1","NM_001432.2","3564.1","-","B2RC66 ","O14944 "
"ESR1","NP_000116.2","NM_000125.3","5234.1","-","Q5T5H7 ","P03372 "
"ESR1","NP_001116212.1","NM_001122740.1","5234.1","-","Q5T5H7; Q9","P03372 "
"ESR1","NP_001116213.1","NM_001122741.1","5234.1","-","Q5T5H7 ","P03372 "
"ESR1","NP_001116214.1","NM_001122742.1","5234.1","-","Q5T5H7 ","P03372 "
"ESR2","NP_001035365.1","NM_001040275.1","32096.1","-","-","Q92731 "
"ESR2","NP_001035366.1","NM_001040276.1","32096.1","-","-","Q92731 "
"ESR2","NP_001428.1","NM_001437.2","9762.1","-","Q7LCB3 ","Q92731 "
"EXO1","NP_003677.3","NM_003686.3","44336.1","-","-","Q9UQ84"
"EXO1","NP_006018.3","NM_006027.3","1620.1","-","-","Q9UQ84"
"EXO1","NP_569082.1","NM_130398.2","1620.1","-","-","Q9UQ84"
